RSI,ATR_Pct,BB_Position,BB_Width,MACD,MACD_Hist,MACD_Signal,Date,ClosePrice,NextOpen,OvernightReturn,Volume,Ticker,RSI_Bin,BB_Bin,ATR_Bin,MACD_Bin
18.3,0.816,14.22,6.39,-1.048,-0.3137,-0.7343,2026-04-21,111.19999694824219,110.44999694824219,-0.6744604501644824,3029649,ETR,<30,10-30%,<1%,-0.5 to -0.1
24.96,0.881,26.92,6.42,-1.1915,-0.1113,-1.0802,2026-04-22,110.44999694824219,113.91999816894531,3.141694265803552,2127283,ETR,<30,10-30%,<1%,-0.5 to -0.1
74.64,0.738,88.11,4.85,0.0113,0.4583,-0.447,2026-04-23,113.91999816894531,113.6500015258789,-0.23700548402924015,1637656,ETR,>70,70-90%,<1%,0.1 to 0.5
84.28,0.623,64.16,5.63,0.2987,0.1798,0.1189,2026-04-24,113.6500015258789,113.44999694824219,-0.17598290800829863,2043745,ETR,>70,50-70%,<1%,0.1 to 0.5
38.9,0.438,20.88,0.9,0.1893,-0.0246,0.2139,2026-04-27,113.44999694824219,113.18000030517578,-0.23798735154623163,1832127,ETR,30-40,10-30%,<1%,-0.1 to 0
42.37,0.484,17.27,1.21,-0.0164,-0.1051,0.0886,2026-04-28,113.18000030517578,114.69000244140625,1.334159862306894,2091213,ETR,40-50,10-30%,<1%,-0.5 to -0.1
57.35,1.035,57.5,4.48,0.561,0.0897,0.4713,2026-04-29,114.69000244140625,117.93000030517578,2.8250046166184317,3626637,ETR,50-60,50-70%,1-2%,0 to 0.1
69.23,1.252,88.12,5.68,0.9453,0.2107,0.7347,2026-04-30,117.93000030517578,116.44999694824219,-1.2549846121459263,2160608,ETR,60-70,70-90%,1-2%,0.1 to 0.5
59.89,0.937,44.72,3.33,0.6957,-0.1367,0.8324,2026-05-01,116.44999694824219,116.41999816894531,-0.025761082080755227,1521645,ETR,50-60,30-50%,<1%,-0.5 to -0.1
36.87,0.814,37.93,2.61,0.2406,-0.2153,0.4558,2026-05-04,116.41999816894531,117.37000274658203,0.8160149395107341,1116336,ETR,30-40,30-50%,<1%,-0.5 to -0.1
59.31,0.711,62.03,2.54,0.4791,0.0286,0.4505,2026-05-05,117.37000274658203,112.91999816894531,-3.791432626311586,1120845,ETR,50-60,50-70%,<1%,0 to 0.1
26.13,0.782,19.54,7.46,-0.9437,-0.4941,-0.4495,2026-05-06,112.91999816894531,111.98999786376953,-0.8235922070990109,10916534,ETR,<30,10-30%,<1%,-0.5 to -0.1
10.73,0.704,29.22,8.74,-1.1577,-0.1801,-0.9775,2026-05-07,111.98999786376953,111.63500213623047,-0.31698877963270977,5446429,ETR,<30,10-30%,<1%,-0.5 to -0.1
29.95,0.593,29.73,2.17,-0.9959,0.0687,-1.0646,2026-05-08,111.63500213623047,112.97000122070312,1.1958606699747465,3402277,ETR,<30,10-30%,<1%,0 to 0.1
63.88,0.6,85.34,2.18,-0.3199,0.3063,-0.6262,2026-05-11,112.97000122070312,112.93000030517578,-0.03540844037807078,2216400,ETR,60-70,70-90%,<1%,0.1 to 0.5
69.24,0.465,71.35,2.37,-0.0854,0.1729,-0.2583,2026-05-12,112.93000030517578,112.33999633789062,-0.5224510455067444,3393875,ETR,60-70,70-90%,<1%,0.1 to 0.5
42.91,0.513,28.49,1.23,-0.1347,0.0264,-0.1611,2026-05-13,112.33999633789062,112.9000015258789,0.498491371055354,2441170,ETR,40-50,10-30%,<1%,0 to 0.1
49.68,0.518,76.69,1.2,-0.0749,0.0564,-0.1313,2026-05-14,112.9000015258789,109.05999755859375,-3.401243503442253,1882148,ETR,40-50,70-90%,<1%,0 to 0.1
22.48,0.621,-0.12,4.52,-0.8075,-0.2965,-0.511,2026-05-15,109.05999755859375,109.56999969482422,0.4676344651084907,3235310,ETR,<30,,<1%,-0.5 to -0.1
21.87,0.731,34.88,5.15,-0.8447,-0.0245,-0.8202,2026-05-18,109.56999969482422,110.53500366210938,0.880719147552167,2986100,ETR,<30,30-50%,<1%,-0.1 to 0
66.16,0.64,97.29,1.85,-0.4229,0.2131,-0.636,2026-05-19,110.53500366210938,111.91999816894531,1.2529917772198917,2432389,ETR,60-70,>90%,<1%,0.1 to 0.5
73.08,0.68,83.13,4.41,0.3262,0.3223,0.0039,2026-05-20,111.91999816894531,112.25,0.29485510762476963,2357471,ETR,>70,70-90%,<1%,0.1 to 0.5
77.62,0.634,71.95,3.74,0.4457,0.1058,0.3399,2026-05-21,112.25,112.38999938964844,0.1247210598204429,2291017,ETR,>70,70-90%,<1%,0.1 to 0.5
61.36,0.506,82.75,0.8,0.3894,-0.0048,0.3942,2026-05-22,112.38999938964844,112.45099639892578,0.05427263066875021,1294811,ETR,60-70,70-90%,<1%,-0.1 to 0
50.85,0.82,,,-0.0271,0.0186,-0.0458,2026-03-03,43.38999938964844,44.0099983215332,1.4288982267943506,7233977,CNP,50-60,,<1%,0 to 0.1
62.73,0.943,89.16,3.41,0.1514,0.084,0.0674,2026-03-04,44.0099983215332,43.400001525878906,-1.386041397224591,5746418,CNP,60-70,70-90%,<1%,0 to 0.1
50.2,0.813,43.12,2.93,0.0456,-0.0245,0.0701,2026-03-05,43.400001525878906,43.599998474121094,0.4608224451857046,7941785,CNP,50-60,30-50%,<1%,-0.1 to 0
42.01,0.759,48.5,1.82,0.0523,0.0029,0.0494,2026-03-06,43.599998474121094,43.505001068115234,-0.2178839663543708,4996078,CNP,40-50,30-50%,<1%,0 to 0.1
52.43,0.722,52.72,1.49,-0.0119,-0.0112,-0.0007,2026-03-09,43.505001068115234,43.16999816894531,-0.7700330788302012,5009042,CNP,50-60,50-70%,<1%,-0.1 to 0
41.19,0.738,12.73,1.77,-0.0331,-0.0261,-0.0071,2026-03-10,43.16999816894531,42.95000076293945,-0.5096071701112925,6383344,CNP,40-50,10-30%,<1%,-0.1 to 0
36.02,0.65,12.5,2.12,-0.1297,-0.0468,-0.0829,2026-03-11,42.95000076293945,43.38999938964844,1.0244438158163005,3939008,CNP,30-40,10-30%,<1%,-0.1 to 0
55.61,0.665,52.92,2.59,0.031,0.0391,-0.0081,2026-03-12,43.38999938964844,44.005001068115234,1.417381164134146,5050846,CNP,50-60,50-70%,<1%,0 to 0.1
73.29,0.701,79.44,3.54,0.1591,0.0508,0.1082,2026-03-13,44.005001068115234,44.14500045776367,0.3181442705380899,4443005,CNP,>70,70-90%,<1%,0 to 0.1
76.68,0.537,76.64,2.06,0.1831,0.0154,0.1677,2026-03-16,44.14500045776367,43.66999816894531,-1.0760047205635948,4694498,CNP,>70,70-90%,<1%,0 to 0.1
33.33,0.474,-12.11,1.19,0.0601,-0.0627,0.1228,2026-03-17,43.66999816894531,43.22999954223633,-1.0075535726078333,5213575,CNP,30-40,,<1%,-0.1 to 0
24.08,0.555,12.08,3.27,-0.1288,-0.0839,-0.0449,2026-03-18,43.22999954223633,43.244998931884766,0.03469671479821024,7454061,CNP,<30,10-30%,<1%,-0.1 to 0
40.5,0.662,35.57,3.25,-0.173,-0.0276,-0.1454,2026-03-19,43.244998931884766,42.029998779296875,-2.809573783321484,2923433,CNP,40-50,30-50%,<1%,-0.1 to 0
28.04,0.897,-5.52,4.0,-0.357,-0.0998,-0.2572,2026-03-20,42.029998779296875,41.7599983215332,-0.6423993947310525,7539865,CNP,<30,,<1%,-0.1 to 0
22.03,0.965,13.5,4.84,-0.4133,-0.0431,-0.3702,2026-03-23,41.7599983215332,41.869998931884766,0.26341143384300825,8635040,CNP,<30,10-30%,<1%,-0.1 to 0
46.29,0.804,21.21,2.69,-0.2627,0.0374,-0.3001,2026-03-24,41.869998931884766,42.08000183105469,0.5015593611825908,5329351,CNP,40-50,10-30%,<1%,0 to 0.1
57.71,0.662,41.36,1.91,-0.1326,0.0492,-0.1817,2026-03-25,42.08000183105469,42.34000015258789,0.6178667067959331,2117001,CNP,50-60,30-50%,<1%,0 to 0.1
63.35,0.552,62.61,1.44,-0.0434,0.0462,-0.0896,2026-03-26,42.34000015258789,42.375,0.08266378669337104,3292725,CNP,60-70,50-70%,<1%,0 to 0.1
59.67,0.647,45.13,1.66,0.0329,0.0227,0.0102,2026-03-27,42.375,42.9900016784668,1.45133139461191,4842700,CNP,50-60,30-50%,<1%,0 to 0.1
65.26,0.725,75.39,2.96,0.1654,0.0408,0.1246,2026-03-30,42.9900016784668,43.16999816894531,0.41869384380293084,2784405,CNP,60-70,70-90%,<1%,0 to 0.1
67.25,0.731,81.11,2.23,0.1398,0.0065,0.1333,2026-03-31,43.16999816894531,43.2400016784668,0.16215777737011994,3045959,CNP,60-70,70-90%,<1%,0 to 0.1
60.16,0.662,79.64,1.4,0.1571,0.0087,0.1484,2026-04-01,43.2400016784668,43.689998626708984,1.0406959546125139,2596346,CNP,60-70,70-90%,<1%,0 to 0.1
73.21,0.523,83.71,2.83,0.2324,0.022,0.2104,2026-04-02,43.689998626708984,43.60499954223633,-0.19455043979034192,1901487,CNP,>70,70-90%,<1%,0 to 0.1
64.66,0.45,60.91,2.0,0.1708,-0.03,0.2008,2026-04-06,43.60499954223633,43.61000061035156,0.011469024579136011,1899155,CNP,60-70,50-70%,<1%,-0.1 to 0
46.23,0.412,30.84,1.03,0.1456,-0.0322,0.1778,2026-04-07,43.61000061035156,43.67499923706055,0.14904523228453925,1681315,CNP,40-50,30-50%,<1%,-0.1 to 0
52.15,0.504,59.32,2.01,0.0172,-0.0352,0.0524,2026-04-08,43.67499923706055,44.1150016784668,1.007446935529388,4062061,CNP,50-60,50-70%,<1%,-0.1 to 0
62.59,0.573,69.77,3.62,0.1922,0.0394,0.1528,2026-04-09,44.1150016784668,43.400001525878906,-1.62076419672198,5327897,CNP,60-70,50-70%,<1%,0 to 0.1
42.21,0.507,24.12,3.54,0.0059,-0.0847,0.0906,2026-04-10,43.400001525878906,42.72999954223633,-1.5437833181712324,2569467,CNP,40-50,10-30%,<1%,-0.1 to 0
9.85,0.508,17.59,5.75,-0.2792,-0.1267,-0.1526,2026-04-13,42.72999954223633,42.89500045776367,0.3861477119002865,3198428,CNP,<30,10-30%,<1%,-0.5 to -0.1
33.44,0.52,41.78,4.22,-0.2376,0.005,-0.2426,2026-04-14,42.89500045776367,42.459999084472656,-1.0141073986450588,3035122,CNP,30-40,30-50%,<1%,0 to 0.1
40.43,0.513,6.36,1.19,-0.2258,0.0084,-0.2343,2026-04-15,42.459999084472656,43.20000076293945,1.742820759356567,3008690,CNP,40-50,<10%,<1%,0 to 0.1
57.76,0.61,117.07,1.66,-0.0542,0.0901,-0.1443,2026-04-16,43.20000076293945,43.0,-0.4629647208502563,3668023,CNP,50-60,,<1%,0 to 0.1
61.69,0.658,78.25,1.95,0.0021,0.0527,-0.0507,2026-04-17,43.0,42.689998626708984,-0.7209334262581746,4143237,CNP,60-70,70-90%,<1%,0 to 0.1
37.31,0.605,23.77,1.85,-0.0012,-0.0132,0.0119,2026-04-20,42.689998626708984,42.2599983215332,-1.0072624010504239,3142344,CNP,30-40,10-30%,<1%,-0.1 to 0
28.61,0.608,2.64,2.58,-0.1272,-0.0561,-0.0711,2026-04-21,42.2599983215332,42.119998931884766,-0.3312811055581677,4541698,CNP,<30,<10%,<1%,-0.1 to 0
31.0,0.613,17.82,3.06,-0.1872,-0.0389,-0.1483,2026-04-22,42.119998931884766,43.18000030517578,2.5166225075295534,4712157,CNP,30-40,10-30%,<1%,-0.1 to 0
77.54,0.677,93.04,3.31,0.0914,0.1084,-0.0171,2026-04-23,43.18000030517578,42.45500183105469,-1.6790145182889016,4989026,CNP,>70,>90%,<1%,0.1 to 0.5
58.19,0.726,36.29,3.38,-0.0138,-0.0362,0.0224,2026-04-24,42.45500183105469,42.900001525878906,1.048167885129403,3407591,CNP,50-60,30-50%,<1%,-0.1 to 0
41.52,0.557,52.7,2.01,0.0609,0.0143,0.0466,2026-04-27,42.900001525878906,43.150001525878906,0.5827505620231488,4329971,CNP,40-50,50-70%,<1%,0 to 0.1
72.94,0.493,74.35,2.27,0.1057,0.0119,0.0938,2026-04-28,43.150001525878906,42.83000183105469,-0.7415983395326231,4284314,CNP,>70,70-90%,<1%,0 to 0.1
48.03,0.554,15.01,1.26,0.024,-0.0404,0.0644,2026-04-29,42.83000183105469,43.650001525878906,1.9145450846786094,4246447,CNP,40-50,10-30%,<1%,-0.1 to 0
60.87,0.639,101.85,2.16,0.1514,0.052,0.0994,2026-04-30,43.650001525878906,43.349998474121094,-0.6872921907687624,6908060,CNP,60-70,,<1%,0 to 0.1
59.56,0.691,49.98,3.11,0.1531,-0.0159,0.1691,2026-05-01,43.349998474121094,43.32500076293945,-0.05766484904622393,3504859,CNP,50-60,30-50%,<1%,-0.1 to 0
42.95,0.678,36.85,2.2,0.0315,-0.0553,0.0868,2026-05-04,43.32500076293945,43.529998779296875,0.47316333005764655,2671056,CNP,40-50,30-50%,<1%,-0.1 to 0
54.59,0.696,53.85,2.15,0.1079,0.0249,0.083,2026-05-05,43.529998779296875,42.32500076293945,-2.7682013557292495,5041318,CNP,50-60,50-70%,<1%,0 to 0.1
28.26,0.777,4.75,4.42,-0.2257,-0.1494,-0.0763,2026-05-06,42.32500076293945,42.2400016784668,-0.20082476772708135,5842295,CNP,<30,<10%,<1%,-0.5 to -0.1
13.14,0.67,26.42,5.89,-0.3004,-0.0503,-0.2501,2026-05-07,42.2400016784668,41.709999084472656,-1.2547409397105413,5271136,CNP,<30,10-30%,<1%,-0.1 to 0
23.38,0.587,12.11,3.28,-0.3454,-0.0254,-0.32,2026-05-08,41.709999084472656,42.27000045776367,1.3426070141044022,2826177,CNP,<30,10-30%,<1%,-0.1 to 0
51.16,0.59,72.35,1.78,-0.1571,0.0788,-0.2359,2026-05-11,42.27000045776367,42.13999938964844,-0.3075492470011487,3522684,CNP,50-60,70-90%,<1%,0 to 0.1
65.36,0.514,53.85,1.91,-0.0528,0.058,-0.1108,2026-05-12,42.13999938964844,42.165000915527344,0.059329677838215744,3286016,CNP,60-70,50-70%,<1%,0 to 0.1
47.7,0.6,45.34,1.58,-0.0338,0.036,-0.0698,2026-05-13,42.165000915527344,42.540000915527344,0.8893631966266691,5528340,CNP,40-50,30-50%,<1%,0 to 0.1
59.01,0.625,94.01,1.71,0.0109,0.04,-0.029,2026-05-14,42.540000915527344,41.54999923706055,-2.3272253341805604,2798036,CNP,50-60,>90%,<1%,0 to 0.1
35.66,0.63,15.16,3.16,-0.1777,-0.0622,-0.1155,2026-05-15,41.54999923706055,41.709999084472656,0.3850778588448067,3339576,CNP,30-40,10-30%,<1%,-0.1 to 0
30.61,0.689,47.91,3.66,-0.1958,-0.0008,-0.1949,2026-05-18,41.709999084472656,42.540000915527344,1.9899349059532057,4802322,CNP,30-40,30-50%,<1%,-0.1 to 0
78.78,0.634,88.92,4.49,0.1372,0.1344,0.0027,2026-05-19,42.540000915527344,42.2599983215332,-0.6582101268642337,3714578,CNP,>70,70-90%,<1%,0.1 to 0.5
64.4,0.627,56.24,4.87,0.1453,0.0116,0.1338,2026-05-20,42.2599983215332,42.47999954223633,0.5205897525817571,5330748,CNP,60-70,50-70%,<1%,0 to 0.1
48.18,0.556,61.85,1.53,0.0759,-0.0154,0.0914,2026-05-21,42.47999954223633,42.81999969482422,0.8003770156584933,2896605,CNP,40-50,50-70%,<1%,-0.1 to 0
69.28,0.531,97.09,1.82,0.1526,0.0326,0.12,2026-05-22,42.81999969482422,43.18000030517578,0.8407300628614278,3111366,CNP,60-70,>90%,<1%,0 to 0.1
36.39,2.692,,,-0.4772,-0.0978,-0.3794,2026-03-03,43.20500183105469,42.65999984741211,-1.2614326132277642,3244291,ENPH,30-40,,2-3%,-0.1 to 0
32.5,1.973,31.75,7.58,-0.5,-0.012,-0.488,2026-03-04,42.65999984741211,41.11000061035156,-3.6333784402359126,2923335,ENPH,30-40,30-50%,1-2%,-0.1 to 0
22.98,1.873,19.57,8.65,-0.8159,-0.1006,-0.7153,2026-03-05,41.11000061035156,40.22999954223633,-2.1406009609585053,5283969,ENPH,<30,10-30%,1-2%,-0.5 to -0.1
29.2,2.144,21.56,9.49,-0.7671,0.0246,-0.7917,2026-03-06,40.22999954223633,40.86000061035156,1.565998198567753,5505482,ENPH,<30,10-30%,2-3%,0 to 0.1
48.34,2.162,65.78,4.94,-0.5603,0.1434,-0.7037,2026-03-09,40.86000061035156,43.599998474121094,6.705819439159222,4779034,ENPH,40-50,50-70%,2-3%,0.1 to 0.5
70.88,2.185,88.94,13.91,0.4411,0.4228,0.0183,2026-03-10,43.599998474121094,43.34000015258789,-0.596326446404638,4876862,ENPH,>70,70-90%,2-3%,0.1 to 0.5
68.53,2.024,64.34,14.0,0.5422,0.074,0.4682,2026-03-11,43.34000015258789,42.599998474121094,-1.7074334929890633,3176627,ENPH,60-70,50-70%,2-3%,0 to 0.1
40.78,1.881,34.81,6.57,0.0738,-0.1388,0.2126,2026-03-12,42.599998474121094,44.084999084472656,3.4859170505690873,3354804,ENPH,40-50,30-50%,1-2%,-0.5 to -0.1
54.91,2.103,70.69,8.88,0.4351,0.0547,0.3804,2026-03-13,44.084999084472656,45.900001525878906,4.117052237947116,3673991,ENPH,50-60,70-90%,2-3%,0 to 0.1
71.77,2.007,82.14,12.9,0.8187,0.152,0.6666,2026-03-16,45.900001525878906,44.720001220703125,-2.570806679626114,2809803,ENPH,>70,70-90%,2-3%,0.1 to 0.5
56.11,1.811,48.05,6.17,0.3924,-0.1368,0.5292,2026-03-17,44.720001220703125,43.29999923706055,-3.1753174080531688,3053452,ENPH,50-60,30-50%,1-2%,-0.5 to -0.1
27.15,1.77,22.45,9.16,-0.2098,-0.2559,0.0461,2026-03-18,43.29999923706055,44.68000030517578,3.1870694975303593,2540797,ENPH,<30,10-30%,1-2%,-0.5 to -0.1
49.72,1.963,78.18,8.45,-0.0875,0.1154,-0.2029,2026-03-19,44.68000030517578,44.130001068115234,-1.2309741121394602,3253052,ENPH,40-50,70-90%,1-2%,0.1 to 0.5
54.54,2.72,59.58,9.45,0.1685,0.0571,0.1114,2026-03-20,44.130001068115234,40.7599983215332,-7.636534477713674,5659411,ENPH,50-60,50-70%,2-3%,0 to 0.1
28.79,2.911,6.42,13.54,-0.6407,-0.356,-0.2846,2026-03-23,40.7599983215332,40.970001220703125,0.5152181251660615,5390020,ENPH,<30,<10%,2-3%,-0.5 to -0.1
24.02,2.105,28.97,15.34,-0.8152,-0.1109,-0.7043,2026-03-24,40.970001220703125,42.540000915527344,3.832071388933378,3739936,ENPH,<30,10-30%,2-3%,-0.5 to -0.1
72.87,1.858,85.72,6.88,-0.2341,0.2538,-0.4879,2026-03-25,42.540000915527344,40.16999816894531,-5.57123341696254,4393781,ENPH,>70,70-90%,1-2%,0.1 to 0.5
40.68,2.118,16.65,7.6,-0.5425,-0.0946,-0.448,2026-03-26,40.16999816894531,37.849998474121094,-5.775453822693399,3770315,ENPH,40-50,10-30%,2-3%,-0.1 to 0
11.87,2.283,16.57,17.8,-1.1615,-0.2565,-0.905,2026-03-27,37.849998474121094,35.650001525878906,-5.812409608804547,5686565,ENPH,<30,10-30%,2-3%,-0.5 to -0.1
16.27,2.301,15.24,19.22,-1.504,-0.2127,-1.2913,2026-03-30,35.650001525878906,37.81999969482422,6.086951125009277,4597293,ENPH,<30,10-30%,2-3%,-0.5 to -0.1
49.77,2.028,66.47,10.35,-0.7051,0.3231,-1.0282,2026-03-31,37.81999969482422,38.279998779296875,1.2162852675422053,4167585,ENPH,40-50,50-70%,2-3%,0.1 to 0.5
77.11,1.9,76.15,10.53,-0.167,0.2866,-0.4536,2026-04-01,38.279998779296875,34.93000030517578,-8.751302458068222,3361195,ENPH,>70,70-90%,1-2%,0.1 to 0.5
19.51,2.322,-2.7,11.63,-0.7395,-0.2188,-0.5207,2026-04-02,34.93000030517578,33.65999984741211,-3.6358443935526896,5680973,ENPH,<30,,2-3%,-0.5 to -0.1
8.14,2.31,22.15,21.8,-1.2156,-0.193,-1.0225,2026-04-06,33.65999984741211,32.04499816894531,-4.797984806262445,5180423,ENPH,<30,10-30%,2-3%,-0.5 to -0.1
25.23,2.302,27.52,20.76,-1.4429,-0.0558,-1.387,2026-04-07,32.04499816894531,32.56999969482422,1.6383259662273275,7658450,ENPH,<30,10-30%,2-3%,-0.1 to 0
40.52,2.448,47.23,9.68,-0.7935,0.2387,-1.0322,2026-04-08,32.56999969482422,31.239999771118164,-4.083512238771703,5392651,ENPH,40-50,30-50%,2-3%,0.1 to 0.5
40.27,2.052,22.18,8.75,-0.8501,0.0276,-0.8777,2026-04-09,31.239999771118164,31.190000534057617,-0.16004877537409978,5611658,ENPH,40-50,10-30%,2-3%,0 to 0.1
30.67,1.606,26.07,8.88,-0.6314,0.0899,-0.7213,2026-04-10,31.190000534057617,31.3700008392334,0.5771090160105352,5161037,ENPH,30-40,10-30%,1-2%,0 to 0.1
52.21,1.582,40.13,3.38,-0.378,0.1058,-0.4838,2026-04-13,31.3700008392334,32.00170135498047,2.0137089539284503,4166355,ENPH,50-60,30-50%,1-2%,0.1 to 0.5
60.56,1.76,77.86,3.99,-0.1172,0.1165,-0.2336,2026-04-14,32.00170135498047,32.150001525878906,0.46341339559858863,4023748,ENPH,60-70,70-90%,1-2%,0.1 to 0.5
57.56,2.236,56.17,6.57,0.0723,0.0537,0.0186,2026-04-15,32.150001525878906,31.979999542236328,-0.5287775290017782,8111447,ENPH,50-60,50-70%,2-3%,0 to 0.1
49.79,2.427,46.97,6.24,-0.0872,-0.0332,-0.054,2026-04-16,31.979999542236328,32.46500015258789,1.5165747882860847,5161926,ENPH,40-50,30-50%,2-3%,-0.1 to 0
54.33,1.954,60.98,6.41,0.1543,0.0709,0.0834,2026-04-17,32.46500015258789,33.88999938964844,4.389339998037722,5435332,ENPH,50-60,50-70%,1-2%,0 to 0.1
75.13,1.802,85.51,10.33,0.4798,0.1651,0.3147,2026-04-20,33.88999938964844,33.61000061035156,-0.8261988325157676,7648900,ENPH,>70,70-90%,1-2%,0.1 to 0.5
61.04,2.142,51.68,10.17,0.4798,-0.0401,0.52,2026-04-21,33.61000061035156,35.36000061035156,5.206783600774512,6354520,ENPH,60-70,50-70%,2-3%,-0.1 to 0
64.38,2.1,80.57,8.41,0.6603,0.0494,0.6108,2026-04-22,35.36000061035156,36.189998626708984,2.3472794175078304,5110664,ENPH,60-70,70-90%,2-3%,0 to 0.1
74.94,2.282,82.25,9.04,0.7115,0.0286,0.6829,2026-04-23,36.189998626708984,35.75,-1.2158017225904372,6451332,ENPH,>70,70-90%,2-3%,0 to 0.1
54.29,2.345,56.35,4.43,0.4656,-0.0845,0.5501,2026-04-24,35.75,35.27000045776367,-1.342656062199521,4280085,ENPH,50-60,50-70%,2-3%,-0.1 to 0
39.98,1.985,34.75,5.7,0.1408,-0.1155,0.2564,2026-04-27,35.27000045776367,34.29999923706055,-2.7502160706369017,3940773,ENPH,30-40,30-50%,1-2%,-0.5 to -0.1
31.74,1.81,5.34,5.7,-0.1033,-0.1472,0.0439,2026-04-28,34.29999923706055,31.170000076293945,-9.125362187718922,6667173,ENPH,30-40,<10%,1-2%,-0.5 to -0.1
17.99,2.708,22.99,25.35,-1.2106,-0.3906,-0.82,2026-04-29,31.170000076293945,32.939998626708984,5.678532390383895,15791083,ENPH,<30,10-30%,2-3%,-0.5 to -0.1
42.04,2.968,52.24,21.21,-0.3749,0.251,-0.6259,2026-04-30,32.939998626708984,33.84000015258789,2.732245183365456,8762512,ENPH,40-50,50-70%,2-3%,0.1 to 0.5
76.05,2.067,71.18,17.44,0.0812,0.2345,-0.1533,2026-05-01,33.84000015258789,32.529998779296875,-3.8711624331681183,4951557,ENPH,>70,70-90%,2-3%,0.1 to 0.5
45.65,1.819,28.34,8.39,-0.267,-0.0619,-0.2052,2026-05-04,32.529998779296875,36.005001068115234,10.682454408913046,4645403,ENPH,40-50,10-30%,1-2%,-0.1 to 0
64.89,2.047,92.22,15.3,0.6068,0.3712,0.2356,2026-05-05,36.005001068115234,35.78499984741211,-0.611029618599157,7804487,ENPH,60-70,>90%,2-3%,0.1 to 0.5
71.71,2.169,73.53,17.19,0.623,0.0917,0.5313,2026-05-06,35.78499984741211,35.459999084472656,-0.9082038963958761,4055418,ENPH,>70,70-90%,2-3%,0 to 0.1
45.09,2.124,54.17,5.68,0.3909,-0.0985,0.4894,2026-05-07,35.459999084472656,36.45000076293945,2.791882978080218,4098092,ENPH,40-50,50-70%,2-3%,-0.1 to 0
56.88,2.16,93.96,5.11,0.4756,0.0334,0.4422,2026-05-08,36.45000076293945,37.650001525878906,3.2921830941621044,3325929,ENPH,50-60,>90%,2-3%,0 to 0.1
66.9,2.326,69.46,15.19,0.9079,0.1078,0.8001,2026-05-11,37.650001525878906,37.4900016784668,-0.4249663769658407,6004491,ENPH,60-70,50-70%,2-3%,0.1 to 0.5
56.86,2.496,60.49,11.77,0.373,-0.124,0.497,2026-05-12,37.4900016784668,42.029998779296875,12.109887696904863,3796128,ENPH,50-60,50-70%,2-3%,-0.5 to -0.1
71.43,2.864,85.54,22.91,1.5459,0.4276,1.1183,2026-05-13,42.029998779296875,48.0,14.204143216972497,10563619,ENPH,>70,70-90%,2-3%,0.1 to 0.5
80.66,4.082,84.02,42.19,2.8716,0.5638,2.3078,2026-05-14,48.0,52.88999938964844,10.187498728434253,15507419,ENPH,>70,70-90%,3-5%,>0.5
81.26,4.227,82.48,37.53,3.7008,0.3988,3.302,2026-05-15,52.88999938964844,49.69499969482422,-6.040838970872708,18498208,ENPH,>70,70-90%,3-5%,0.1 to 0.5
56.77,3.544,48.55,16.53,1.9741,-0.6635,2.6376,2026-05-18,49.69499969482422,46.75,-5.926148934318121,10535950,ENPH,50-60,30-50%,3-5%,<-0.5
25.53,3.118,20.98,18.92,0.4623,-0.7001,1.1625,2026-05-19,46.75,53.13999938964844,13.668447892296133,7577286,ENPH,<30,10-30%,3-5%,<-0.5
61.29,3.111,87.8,19.77,1.5914,0.33,1.2614,2026-05-20,53.13999938964844,62.36000061035156,17.350397678964157,10099018,ENPH,60-70,70-90%,3-5%,0.1 to 0.5
93.36,3.458,88.32,43.3,3.7733,0.9497,2.8236,2026-05-21,62.36000061035156,64.01000213623047,2.645929297192806,16614415,ENPH,>70,70-90%,3-5%,>0.5
91.87,3.239,74.49,32.99,3.8547,0.1256,3.729,2026-05-22,64.01000213623047,66.82499694824219,4.3977420997747485,9861143,ENPH,>70,70-90%,3-5%,0.1 to 0.5
43.88,3.558,,,-0.1396,-0.1918,0.0522,2026-03-03,37.720001220703125,37.9900016784668,0.7158018266857358,2895711,SEDG,40-50,,3-5%,-0.5 to -0.1
34.18,2.751,33.47,10.41,-0.2811,-0.0969,-0.1842,2026-03-04,37.9900016784668,35.220001220703125,-7.291393354514497,1479692,SEDG,30-40,30-50%,2-3%,-0.1 to 0
32.82,2.539,19.35,16.32,-0.9983,-0.2659,-0.7324,2026-03-05,35.220001220703125,33.40999984741211,-5.139129217937266,2931684,SEDG,30-40,10-30%,2-3%,-0.5 to -0.1
15.25,2.514,15.26,17.88,-1.1444,-0.1223,-1.0221,2026-03-06,33.40999984741211,34.63999938964844,3.6815311219811298,1990607,SEDG,<30,10-30%,2-3%,-0.5 to -0.1
45.67,2.39,62.49,8.4,-0.8402,0.1835,-1.0238,2026-03-09,34.63999938964844,38.16999816894531,10.190527833414897,3030309,SEDG,40-50,50-70%,2-3%,0.1 to 0.5
76.43,2.747,86.23,22.51,0.5446,0.5598,-0.0153,2026-03-10,38.16999816894531,36.099998474121094,-5.423106612848483,3996894,SEDG,>70,70-90%,2-3%,>0.5
57.6,3.34,47.12,19.84,0.2189,-0.0987,0.3177,2026-03-11,36.099998474121094,35.209999084472656,-2.465372374700925,4038742,SEDG,50-60,30-50%,3-5%,-0.1 to 0
