RSI,ATR_Pct,BB_Position,BB_Width,MACD,MACD_Hist,MACD_Signal,Date,ClosePrice,NextOpen,OvernightReturn,Volume,Ticker
53.76,1.147,56.81,3.37,0.2139,0.0543,0.1595,2026-04-10,65.44999694824219,68.12000274658203,4.079459011207098,3203989,GPN
75.4,1.117,92.54,6.85,0.7616,0.2435,0.5181,2026-04-13,68.12000274658203,68.58999633789062,0.6899494603032297,2097986,GPN
90.78,0.998,74.91,7.49,0.8904,0.0786,0.8118,2026-04-14,68.58999633789062,70.16999816894531,2.3035455830486162,1509257,GPN
75.43,0.874,77.69,6.69,1.11,0.0574,1.0526,2026-04-15,70.16999816894531,70.83999633789062,0.9548214143203948,2049343,GPN
73.78,0.933,78.7,4.99,0.9267,-0.0584,0.9851,2026-04-16,70.83999633789062,72.38999938964844,2.188033783012422,1476282,GPN
73.13,0.945,82.63,5.57,1.1038,0.0088,1.0951,2026-04-17,72.38999938964844,72.8499984741211,0.6354456255713625,3475258,GPN
70.68,0.933,71.3,5.65,0.9453,-0.0973,1.0426,2026-04-20,72.8499984741211,71.58999633789062,-1.7295843000985966,1219255,GPN
44.07,1.171,5.94,3.15,0.4752,-0.29,0.7652,2026-04-21,71.58999633789062,71.62000274658203,0.0419142481161483,1704265,GPN
42.39,1.261,28.33,4.43,0.0262,-0.2436,0.2698,2026-04-22,71.62000274658203,67.8550033569336,-5.256910423433514,1767126,GPN
25.57,1.361,13.71,10.86,-1.02,-0.4461,-0.5739,2026-04-23,67.8550033569336,67.75,-0.15474666824677463,1848395,GPN
18.12,1.26,34.42,10.5,-1.0862,-0.0531,-1.0331,2026-04-24,67.75,68.33999633789062,0.8708433031595852,1057285,GPN
57.45,0.819,66.49,3.38,-0.4916,0.2182,-0.7099,2026-04-27,68.33999633789062,67.9000015258789,-0.6438320684658327,1724249,GPN
52.19,0.855,39.4,3.51,-0.2882,0.1003,-0.3885,2026-04-28,67.9000015258789,70.9800033569336,4.536085068983087,1336163,GPN
71.18,1.099,94.07,5.81,0.443,0.3097,0.1333,2026-04-29,70.9800033569336,71.95999908447266,1.3806645268964024,2646304,GPN
80.79,1.081,82.4,7.58,0.7673,0.2084,0.5589,2026-04-30,71.95999908447266,72.33999633789062,0.5280673405399838,3586515,GPN
66.04,0.938,72.4,5.01,0.8342,0.0452,0.7891,2026-05-01,72.33999633789062,71.80999755859375,-0.7326497181743274,2216701,GPN
48.5,1.022,33.53,3.09,0.4987,-0.182,0.6808,2026-05-04,71.80999755859375,69.5,-3.216818879166361,2511717,GPN
29.63,1.282,15.79,7.98,-0.4102,-0.3663,-0.0439,2026-05-05,69.5,69.62999725341797,0.18704640779563242,4126285,GPN
42.1,2.153,32.78,7.8,-0.3958,-0.1036,-0.2922,2026-05-06,69.62999725341797,70.13999938964844,0.7324460094035645,5154530,GPN
52.53,2.303,58.32,4.98,-0.2877,0.0571,-0.3448,2026-05-07,70.13999938964844,69.19000244140625,-1.3544296499985342,4258631,GPN
46.61,1.645,26.34,3.41,-0.2522,-0.0023,-0.2499,2026-05-08,69.19000244140625,68.75,-0.6359335538091204,2768982,GPN
37.48,1.275,13.9,3.07,-0.3685,-0.0475,-0.321,2026-05-11,68.75,68.66000366210938,-0.13090376420454852,1917694,GPN
44.2,1.13,29.46,3.35,-0.3284,0.0205,-0.3489,2026-05-12,68.66000366210938,67.01499938964844,-2.3958697709315024,1970970,GPN
32.46,1.171,22.66,6.12,-0.7596,-0.1306,-0.629,2026-05-13,67.01499938964844,67.33999633789062,0.4849615029503207,2850321,GPN
34.72,1.132,37.91,5.13,-0.4045,0.0973,-0.5018,2026-05-14,67.33999633789062,67.62000274658203,0.4158099553294159,1759132,GPN
57.06,1.087,56.64,3.22,-0.1943,0.086,-0.2803,2026-05-15,67.62000274658203,68.6500015258789,1.523216115735715,2623298,GPN
60.41,1.22,69.99,3.64,0.1271,0.0961,0.031,2026-05-18,68.6500015258789,67.93000030517578,-1.0488000068458958,2328310,GPN
52.3,1.348,30.8,3.54,0.0205,-0.0624,0.0829,2026-05-19,67.93000030517578,70.77999877929688,4.195493097773384,2199272,GPN
68.46,1.302,91.31,5.63,0.6083,0.2333,0.375,2026-05-20,70.77999877929688,72.58000183105469,2.543095624189684,2634023,GPN
91.15,1.305,86.67,9.08,1.0284,0.24,0.7883,2026-05-21,72.58000183105469,73.23999786376953,0.9093359273414148,3325803,GPN
77.27,1.001,77.23,6.73,1.089,0.0348,1.0542,2026-05-22,73.23999786376953,73.55999755859375,0.43691931206693013,1723782,GPN
46.62,1.116,,,-0.6406,-0.144,-0.4966,2026-03-03,250.69000244140625,251.2100067138672,0.20742920236018758,701859,GRMN
42.51,1.042,53.28,4.85,-0.56,0.1244,-0.6844,2026-03-04,251.2100067138672,240.13999938964844,-4.406674506731612,536869,GRMN
19.84,0.94,12.88,7.24,-3.0301,-0.9632,-2.0669,2026-03-05,240.13999938964844,243.47999572753906,1.390853812934001,652635,GRMN
32.09,1.092,47.26,7.09,-2.097,0.389,-2.486,2026-03-06,243.47999572753906,242.69000244140625,-0.3244592163607729,836524,GRMN
55.11,1.214,75.54,3.15,-1.63,0.5264,-2.1564,2026-03-09,242.69000244140625,241.3000030517578,-0.5727468687071413,567010,GRMN
45.64,1.198,49.07,2.94,-0.7283,0.4997,-1.228,2026-03-10,241.3000030517578,236.08999633789062,-2.159140757553024,487842,GRMN
32.73,1.015,24.04,5.14,-2.1131,-0.3505,-1.7626,2026-03-11,236.08999633789062,235.6999969482422,-0.16519098466597493,651275,GRMN
32.92,1.013,29.31,4.92,-1.3503,0.2198,-1.5701,2026-03-12,235.6999969482422,233.3000030517578,-1.0182409535675063,530929,GRMN
35.72,0.942,16.9,2.85,-1.7873,-0.1046,-1.6827,2026-03-13,233.3000030517578,234.83999633789062,0.6600914127682822,303630,GRMN
46.21,0.852,38.41,2.9,-0.8297,0.2876,-1.1173,2026-03-16,234.83999633789062,235.10000610351562,0.11071783754028619,537884,GRMN
57.1,0.818,45.07,2.43,-0.376,0.1392,-0.5151,2026-03-17,235.10000610351562,231.58999633789062,-1.4929858249682626,360094,GRMN
34.97,0.665,6.11,3.22,-1.1622,-0.275,-0.8872,2026-03-18,231.58999633789062,235.13999938964844,1.5328827271875456,335907,GRMN
50.14,0.855,61.11,2.8,-0.3702,0.2701,-0.6404,2026-03-19,235.13999938964844,232.41000366210938,-1.161008647880113,726689,GRMN
52.53,0.964,32.78,2.14,-0.7878,-0.0988,-0.6891,2026-03-20,232.41000366210938,238.6699981689453,2.6935133635370923,620615,GRMN
59.43,0.878,79.95,4.82,1.0824,0.6341,0.4483,2026-03-23,238.6699981689453,241.1999969482422,1.0600405575509342,395826,GRMN
76.22,0.904,80.28,5.62,1.5586,0.3646,1.194,2026-03-24,241.1999969482422,244.8000030517578,1.4925398627961606,406686,GRMN
81.99,0.707,85.28,4.5,2.4368,0.3758,2.061,2026-03-25,244.8000030517578,236.05999755859375,-3.5702636373399765,397514,GRMN
29.31,0.826,3.41,4.82,0.1229,-1.1357,1.2586,2026-03-26,236.05999755859375,230.16000366210938,-2.4993620086011803,553261,GRMN
6.14,1.005,17.64,10.3,-2.5959,-1.2726,-1.3232,2026-03-27,230.16000366210938,226.0500030517578,-1.7857145224872917,469538,GRMN
8.74,1.061,20.98,9.03,-3.3795,-0.5927,-2.7868,2026-03-30,226.0500030517578,232.13999938964844,2.6940925705257524,566432,GRMN
58.42,1.166,82.47,3.66,-1.3513,0.862,-2.2133,2026-03-31,232.13999938964844,237.57000732421875,2.3391091362311878,453225,GRMN
86.85,1.017,86.82,7.17,0.9714,1.1077,-0.1363,2026-04-01,237.57000732421875,237.52000427246094,-0.021047712344246516,587871,GRMN
71.52,0.856,66.98,5.72,1.5138,0.376,1.1378,2026-04-02,237.52000427246094,242.8300018310547,2.235600144441996,304328,GRMN
76.73,0.695,93.35,3.82,2.2967,0.4107,1.886,2026-04-06,242.8300018310547,241.24000549316406,-0.6547775505091225,314451,GRMN
63.23,0.808,68.79,2.79,1.3342,-0.2045,1.5387,2026-04-07,241.24000549316406,252.6999969482422,4.750452327196153,672445,GRMN
70.13,1.201,87.46,8.91,3.9273,0.8317,3.0956,2026-04-08,252.6999969482422,256.5400085449219,1.5195930522572176,690239,GRMN
82.9,1.047,73.1,11.55,4.7922,0.4027,4.3895,2026-04-09,256.5400085449219,256.8699951171875,0.12862967228282063,553875,GRMN
70.54,0.635,65.75,4.06,3.476,-0.5118,3.9878,2026-04-10,256.8699951171875,261.6700134277344,1.8686566752792677,564776,GRMN
84.02,0.567,100.58,2.82,3.313,-0.1317,3.4446,2026-04-13,261.6700134277344,264.489990234375,1.077684358899389,427801,GRMN
96.35,0.556,83.32,4.81,3.3551,-0.0594,3.4145,2026-04-14,264.489990234375,265.8399963378906,0.5104185993274557,523723,GRMN
84.46,0.447,76.6,3.48,2.8169,-0.2984,3.1153,2026-04-15,265.8399963378906,264.4100036621094,-0.5379147966747988,513992,GRMN
49.48,0.502,36.96,1.29,1.6659,-0.5871,2.253,2026-04-16,264.4100036621094,267.3399963378906,1.1081247438449848,647860,GRMN
53.87,0.811,53.1,4.01,2.273,-0.152,2.425,2026-04-17,267.3399963378906,267.70001220703125,0.1346659213257384,695777,GRMN
59.59,0.724,51.32,3.71,1.0356,-0.5199,1.5555,2026-04-20,267.70001220703125,265.5899963378906,-0.7882016335168496,397902,GRMN
41.24,0.576,11.4,2.49,0.4786,-0.4223,0.901,2026-04-21,265.5899963378906,266.4700012207031,0.33133961931794964,420550,GRMN
45.94,0.644,42.64,1.74,-0.1794,-0.3426,0.1632,2026-04-22,266.4700012207031,260.79998779296875,-2.12782429607834,304285,GRMN
37.14,0.777,-1.11,3.71,-1.058,-0.7165,-0.3414,2026-04-23,260.79998779296875,259.3399963378906,-0.5598127006957943,556062,GRMN
28.84,0.842,22.55,5.19,-1.9459,-0.4322,-1.5137,2026-04-24,259.3399963378906,257.3399963378906,-0.771188412216306,564549,GRMN
37.53,0.739,28.47,4.94,-2.1272,-0.0964,-2.0307,2026-04-27,257.3399963378906,247.97999572753906,-3.6372117601423115,633996,GRMN
18.79,0.906,7.26,6.9,-3.8057,-0.6847,-3.121,2026-04-28,247.97999572753906,253.16000366210938,2.088881371004492,890267,GRMN
42.8,1.41,59.37,8.43,-3.0354,0.766,-3.8015,2026-04-29,253.16000366210938,251.02999877929688,-0.84136706114738,1218643,GRMN
55.62,1.392,66.74,5.15,-1.4498,0.9161,-2.3659,2026-04-30,251.02999877929688,242.4199981689453,-3.4298691997849184,476220,GRMN
19.44,1.043,12.65,5.78,-2.4327,-0.3826,-2.0501,2026-05-01,242.4199981689453,238.6300048828125,-1.5633996018313279,555487,GRMN
17.81,1.127,18.09,8.08,-3.6044,-0.5615,-3.0429,2026-05-04,238.6300048828125,234.64999389648438,-1.6678585697061266,496036,GRMN
26.38,1.009,15.09,6.61,-3.5267,-0.0831,-3.4435,2026-05-05,234.64999389648438,242.77999877929688,3.464736882285635,719034,GRMN
61.5,0.889,88.16,4.08,-0.8962,1.101,-1.9971,2026-05-06,242.77999877929688,241.91000366210938,-0.3583471132555638,655581,GRMN
70.3,0.99,66.24,4.48,-0.2995,0.4193,-0.7188,2026-05-07,241.91000366210938,240.0800018310547,-0.7564804279903914,611558,GRMN
37.83,0.872,5.55,1.54,-0.2105,0.0598,-0.2703,2026-05-08,240.0800018310547,242.52000427246094,1.0163288998653375,331507,GRMN
52.77,0.715,61.14,1.69,0.2847,0.1496,0.1351,2026-05-11,242.52000427246094,237.1300048828125,-2.2224968228159003,924271,GRMN
40.23,0.9,19.47,4.53,-1.2817,-0.4957,-0.786,2026-05-12,237.1300048828125,231.91000366210938,-2.2013246376319184,347355,GRMN
13.01,0.922,10.85,6.38,-2.211,-0.545,-1.666,2026-05-13,231.91000366210938,234.42999267578125,1.0866236789610406,707692,GRMN
37.26,0.752,45.22,3.08,-1.6588,0.2268,-1.8857,2026-05-14,234.42999267578125,225.74000549316406,-3.7068581043874893,422381,GRMN
30.85,0.879,3.09,5.42,-2.9471,-0.4932,-2.4539,2026-05-15,225.74000549316406,227.00999450683594,0.5625892543492217,616982,GRMN
27.81,0.896,32.56,5.74,-2.4701,0.1541,-2.6242,2026-05-18,227.00999450683594,228.67999267578125,0.735649623080814,575004,GRMN
63.79,0.767,67.6,2.29,-1.0363,0.5964,-1.6327,2026-05-19,228.67999267578125,237.4499969482422,3.8350553408032173,589614,GRMN
86.45,0.819,105.74,5.81,1.1371,1.162,-0.0249,2026-05-20,237.4499969482422,239.72999572753906,0.9602016460728224,742362,GRMN
85.01,0.893,83.58,7.14,2.4673,0.789,1.6783,2026-05-21,239.72999572753906,240.75999450683594,0.4296495214005214,568316,GRMN
64.78,0.691,68.87,5.43,2.6032,0.0842,2.519,2026-05-22,240.75999450683594,238.27000427246094,-1.0342209217421683,357945,GRMN
49.73,1.505,,,-1.1238,0.5042,-1.6279,2026-03-03,862.5800170898438,866.8599853515625,0.49618217173155177,3010678,GS
52.57,1.241,59.19,4.99,2.0483,0.9138,1.1345,2026-03-04,866.8599853515625,835.4099731445312,-3.628038292052027,1568988,GS
30.73,1.041,19.6,7.5,-7.7804,-3.729,-4.0514,2026-03-05,835.4099731445312,821.010009765625,-1.7237002001189827,2391536,GS
19.59,1.327,26.59,10.09,-11.1289,-1.6695,-9.4595,2026-03-06,821.010009765625,831.9299926757812,1.3300669638940832,2166743,GS
48.01,1.436,71.74,5.09,-8.2452,2.2348,-10.48,2026-03-09,831.9299926757812,833.7999877929688,0.22477794209256885,2764889,GS
57.17,1.297,68.5,5.84,-0.7642,3.0397,-3.8039,2026-03-10,833.7999877929688,823.5,-1.2353067814539487,1571550,GS
43.06,1.057,45.26,5.38,-3.439,0.0128,-3.4517,2026-03-11,823.5,787.3300170898438,-4.392226218598205,1757716,GS
19.33,1.234,15.66,9.95,-11.5259,-2.8684,-8.6574,2026-03-12,787.3300170898438,782.4550170898438,-0.6191812701386801,3055116,GS
19.75,1.134,24.73,7.69,-11.1948,-0.509,-10.6857,2026-03-13,782.4550170898438,794.719970703125,1.5674963218841542,2162157,GS
57.22,0.965,65.53,2.84,-5.0828,2.1499,-7.2327,2026-03-16,794.719970703125,807.219970703125,1.572881072680321,1668043,GS
72.95,1.009,78.46,4.67,0.476,2.521,-2.045,2026-03-17,807.219970703125,805.47998046875,-0.21555341759686986,1331304,GS
63.13,0.885,55.08,3.14,1.7645,0.7248,1.0398,2026-03-18,805.47998046875,809.6799926757812,0.5214297448568495,1122674,GS
52.61,0.967,69.22,2.23,0.8327,0.3292,0.5035,2026-03-19,809.6799926757812,813.8400268554688,0.513787449031522,1462508,GS
57.33,1.17,69.61,3.15,2.8741,0.7172,2.1569,2026-03-20,813.8400268554688,831.489990234375,2.168726383132391,2884525,GS
62.51,1.328,70.83,7.11,8.1883,1.4941,6.6943,2026-03-23,831.489990234375,835.969970703125,0.5387894648602121,1697252,GS
61.59,1.227,62.76,5.47,7.0744,-0.3053,7.3797,2026-03-24,835.969970703125,841.9000244140625,0.7093620487288232,1309952,GS
59.41,0.968,67.44,2.34,6.1354,-0.7467,6.8821,2026-03-25,841.9000244140625,822.1799926757812,-2.3423246426445665,1083549,GS
36.41,0.968,16.73,4.4,-1.2241,-3.1494,1.9253,2026-03-26,822.1799926757812,802.9500122070312,-2.3389015349505327,1418812,GS
18.53,1.063,17.55,7.41,-7.2235,-2.9999,-4.2235,2026-03-27,802.9500122070312,807.8049926757812,0.604642928568544,1704673,GS
37.6,1.067,36.44,3.81,-5.2366,-0.007,-5.2296,2026-03-30,807.8049926757812,845.9099731445312,4.7171013814275575,1269934,GS
80.24,1.156,97.44,7.39,5.2178,4.715,0.5028,2026-03-31,845.9099731445312,860.3699951171875,1.7094043611879384,2065960,GS
82.55,1.161,75.89,10.87,11.8174,2.8869,8.9305,2026-04-01,860.3699951171875,863.3900146484375,0.3510140460952105,1589373,GS
62.92,1.073,68.6,5.99,9.6636,-0.2144,9.878,2026-04-02,863.3900146484375,866.25,0.3312506866004261,1372944,GS
55.52,0.916,70.57,1.95,7.616,-1.1022,8.7182,2026-04-06,866.25,864.47998046875,-0.20433125901876403,1072396,GS
51.63,0.828,63.23,1.33,4.2763,-1.4096,5.6859,2026-04-07,864.47998046875,905.52001953125,4.747367202216379,1017798,GS
75.24,1.222,89.61,8.46,13.1067,2.7708,10.3359,2026-04-08,905.52001953125,903.739990234375,-0.19657536647245122,2079058,GS
72.55,1.099,67.52,8.72,12.1314,-0.0129,12.1443,2026-04-09,903.739990234375,908.1799926757812,0.4912920186540326,1332897,GS
53.89,0.585,83.12,1.71,8.6824,-1.3199,10.0022,2026-04-10,908.1799926757812,890.6500244140625,-1.9302306154168836,1355193,GS
40.88,1.03,31.94,4.64,1.1394,-2.5266,3.666,2026-04-13,890.6500244140625,910.1099853515625,2.184916679287374,3888997,GS
51.16,1.089,75.1,5.03,5.2066,1.2785,3.9281,2026-04-14,910.1099853515625,899.469970703125,-1.1690910790663867,2376974,GS
62.25,0.735,49.01,4.45,2.6325,-1.1579,3.7904,2026-04-15,899.469970703125,899.97998046875,0.05670114425568862,2132026,GS
32.5,0.731,15.81,1.69,1.6172,-0.7993,2.4165,2026-04-16,899.97998046875,925.9099731445312,2.881174385931984,1324620,GS
76.04,0.741,86.91,4.6,6.7256,1.583,5.1426,2026-04-17,925.9099731445312,941.469970703125,1.6805086898189048,2134693,GS
90.68,0.724,86.53,5.79,9.2454,1.3512,7.8942,2026-04-20,941.469970703125,926.3900146484375,-1.6017458361869186,1630617,GS
50.5,0.788,33.56,2.52,4.7973,-1.8131,6.6104,2026-04-21,926.3900146484375,934.52001953125,0.8776006600090369,1474267,GS
43.71,0.761,55.56,1.95,4.0362,-0.9181,4.9544,2026-04-22,934.52001953125,931.239990234375,-0.3509854501052012,1119327,GS
54.73,0.725,40.35,2.14,2.437,-1.3427,3.7797,2026-04-23,931.239990234375,926.9400024414062,-0.4617486188373987,1272376,GS
41.65,0.715,32.27,2.73,-0.8617,-1.3153,0.4535,2026-04-24,926.9400024414062,938.02001953125,1.1953327141628112,1048931,GS
58.13,0.625,78.26,2.65,1.6715,0.9541,0.7173,2026-04-27,938.02001953125,926.5499877929688,-1.2227917847652203,945055,GS
49.48,0.645,33.65,1.91,-0.3162,-0.6135,0.2972,2026-04-28,926.5499877929688,905.8599853515625,-2.2330152408387205,1175093,GS
13.67,0.791,17.48,5.54,-6.825,-2.4718,-4.3532,2026-04-29,905.8599853515625,923.5999755859375,1.9583589650987943,1491713,GS
47.35,0.758,61.4,4.47,-0.8897,1.9336,-2.8232,2026-04-30,923.5999755859375,923.4199829101562,-0.019488163765601918,1364646,GS
68.89,0.696,61.87,4.31,0.5969,0.7075,-0.1106,2026-05-01,923.4199829101562,903.5599975585938,-2.150699109734855,1146783,GS
28.65,0.853,12.54,4.36,-4.8635,-1.9399,-2.9237,2026-05-04,903.5599975585938,918.6699829101562,1.672272499047045,1399428,GS
45.28,0.743,57.88,3.71,-0.774,1.1981,-1.9721,2026-05-05,918.6699829101562,937.5800170898438,2.0584142871180378,1194328,GS
78.53,0.749,80.08,6.01,5.551,2.5486,3.0024,2026-05-06,937.5800170898438,925.739990234375,-1.2628284135383971,1689656,GS
55.54,0.858,41.59,3.54,1.9991,-1.1213,3.1204,2026-05-07,925.739990234375,936.530029296875,1.1655582751446403,1294239,GS
49.0,0.767,66.59,2.15,2.7954,0.0416,2.7538,2026-05-08,936.530029296875,945.2100219726562,0.9268248111913735,1254957,GS
68.16,0.763,76.65,3.5,5.3586,0.7631,4.5955,2026-05-11,945.2100219726562,946.469970703125,0.13329828304604607,1497642,GS
57.67,0.875,74.04,3.16,3.1073,0.0983,3.009,2026-05-12,946.469970703125,955.4400024414062,0.9477354819421802,1727720,GS
58.73,0.928,75.03,3.92,5.8923,0.8755,5.0168,2026-05-13,955.4400024414062,969.25,1.445407092366402,1639996,GS
72.03,0.908,76.04,5.61,8.6927,1.045,7.6477,2026-05-14,969.25,949.0499877929688,-2.0840868926521816,1510834,GS
44.46,0.906,17.51,3.29,1.9417,-2.5131,4.4548,2026-05-15,949.0499877929688,946.2999877929688,-0.28976345138522763,1412710,GS
33.33,0.936,25.26,4.25,-1.5192,-2.0282,0.509,2026-05-18,946.2999877929688,929.030029296875,-1.8249982794961261,1097359,GS
37.24,0.95,10.25,4.02,-5.5737,-1.8758,-3.6979,2026-05-19,929.030029296875,982.0999755859375,5.712403756122697,1408422,GS
69.68,0.965,94.59,7.47,7.1249,4.9974,2.1275,2026-05-20,982.0999755859375,987.97998046875,0.5987175469894801,2433815,GS
78.21,1.067,77.14,9.23,10.0096,2.245,7.7646,2026-05-21,987.97998046875,996.9600219726562,0.9089295007420839,1987466,GS
59.71,0.828,72.1,5.13,11.9306,0.6748,11.2559,2026-05-22,996.9600219726562,991.5549926757812,-0.5421510569882493,1362374,GS
50.06,0.89,,,-0.6973,0.571,-1.2683,2026-03-03,1151.5400390625,1147.9100341796875,-0.3152304531041539,166109,GWW
46.78,0.832,55.56,1.57,-0.2348,0.4722,-0.707,2026-03-04,1147.9100341796875,1146.739990234375,-0.10192819214692728,164729,GWW
44.89,0.811,51.93,1.54,-0.9528,-0.2011,-0.7517,2026-03-05,1146.739990234375,1112.8599853515625,-2.9544626655854223,224409,GWW
24.56,0.945,14.25,5.59,-9.4718,-3.2055,-6.2663,2026-03-06,1112.8599853515625,1116.52001953125,0.32888541486477685,205963,GWW
36.87,1.091,47.66,7.16,-10.7832,0.3922,-11.1754,2026-03-09,1116.52001953125,1105.949951171875,-0.9466976117286863,192165,GWW
46.45,1.002,42.84,3.69,-5.6369,1.6864,-7.3233,2026-03-10,1105.949951171875,1110.5699462890625,0.4177399811168714,141692,GWW
44.26,0.704,59.68,2.83,-4.2841,1.3057,-5.5898,2026-03-11,1110.5699462890625,1081.550048828125,-2.6130634597043345,136882,GWW
26.81,0.71,-8.51,3.52,-7.4059,-1.5243,-5.8816,2026-03-12,1081.550048828125,1074.1800537109375,-0.681428947756324,137148,GWW
24.34,0.909,19.89,5.26,-10.3604,-1.0883,-9.2721,2026-03-13,1074.1800537109375,1060.4200439453125,-1.280977962501606,163879,GWW
30.53,0.857,20.63,5.09,-11.7186,-0.7052,-11.0134,2026-03-16,1060.4200439453125,1065.7900390625,0.5064026418444945,179055,GWW
39.37,0.73,41.69,2.49,-7.2605,1.9447,-9.2052,2026-03-17,1065.7900390625,1045.8199462890625,-1.8737361057534208,105965,GWW
34.74,0.748,-14.95,2.23,-8.0308,-0.273,-7.7578,2026-03-18,1045.8199462890625,1042.969970703125,-0.27251111398766126,149731,GWW
21.76,0.732,18.13,3.67,-8.4045,0.0344,-8.4389,2026-03-19,1042.969970703125,1042.6700439453125,-0.028756988814382378,245750,GWW
46.34,0.823,26.0,2.34,-6.0208,0.7207,-6.7415,2026-03-20,1042.6700439453125,1055.06494140625,1.1887650875666234,333586,GWW
57.18,1.011,54.94,4.26,0.7895,1.8921,-1.1026,2026-03-23,1055.06494140625,1065.9100341796875,1.027907605287548,219820,GWW
63.65,1.073,61.48,4.04,2.8778,0.9942,1.8836,2026-03-24,1065.9100341796875,1076.449951171875,0.9888186295477386,129020,GWW
70.72,0.903,77.81,2.44,4.8268,1.1037,3.7231,2026-03-25,1076.449951171875,1065.47998046875,-1.0190878536603165,149484,GWW
49.58,0.766,24.71,2.01,1.367,-1.5571,2.924,2026-03-26,1065.47998046875,1056.4300537109375,-0.8493755794295677,98537,GWW
32.48,0.736,19.14,3.29,-2.5507,-1.796,-0.7547,2026-03-27,1056.4300537109375,1058.31005859375,0.1779582922890821,190272,GWW
41.66,0.719,34.91,1.96,-2.0216,-0.3215,-1.7001,2026-03-30,1058.31005859375,1091.3050537109375,3.1177058981212147,117509,GWW
85.58,0.819,95.26,4.82,6.1783,3.2835,2.8948,2026-03-31,1091.3050537109375,1108.5799560546875,1.5829581550096838,206969,GWW
89.06,0.787,80.29,7.22,11.8508,2.6759,9.175,2026-04-01,1108.5799560546875,1117.260009765625,0.7829885127843106,178719,GWW
74.55,0.896,77.03,4.67,11.7063,0.2232,11.4832,2026-04-02,1117.260009765625,1117.8499755859375,0.05280470214237276,164988,GWW
60.86,1.048,69.72,1.87,9.0855,-1.1473,10.2328,2026-04-06,1117.8499755859375,1108.3399658203125,-0.8507411525093267,130130,GWW
36.84,0.787,17.9,1.65,3.2711,-2.7239,5.995,2026-04-07,1108.3399658203125,1147.3599853515625,3.520582198113753,191818,GWW
74.53,0.777,90.61,5.22,10.9799,2.4039,8.5761,2026-04-08,1147.3599853515625,1172.3199462890625,2.175425433705702,196859,GWW
84.46,0.855,77.76,9.42,17.872,2.9259,14.9461,2026-04-09,1172.3199462890625,1172.530029296875,0.01792027922731254,265656,GWW
71.62,0.687,62.97,5.48,14.1747,-1.3515,15.5262,2026-04-10,1172.530029296875,1161.77001953125,-0.9176745581584322,97790,GWW
39.91,0.762,32.97,3.46,5.0635,-3.403,8.4665,2026-04-13,1161.77001953125,1155.6800537109375,-0.524197192037168,271279,GWW
33.0,0.741,32.64,3.24,1.3197,-2.24,3.5597,2026-04-14,1155.6800537109375,1143.719970703125,-1.0348956849612678,144430,GWW
29.74,0.648,34.84,3.51,-4.3501,-2.0375,-2.3126,2026-04-15,1143.719970703125,1133.5400390625,-0.890072036983558,143591,GWW
29.24,0.687,17.52,3.05,-3.7501,-0.6366,-3.1134,2026-04-16,1133.5400390625,1162.949951171875,2.594519037342402,210154,GWW
65.73,0.703,84.41,3.92,3.1357,2.4224,0.7133,2026-04-17,1162.949951171875,1163.77001953125,0.07051622114508937,187933,GWW
74.88,0.627,70.79,3.37,3.6897,0.6883,3.0015,2026-04-20,1163.77001953125,1171.260009765625,0.6435971118582184,103508,GWW
57.32,0.612,92.2,1.5,4.6408,0.6519,3.9889,2026-04-21,1171.260009765625,1154.6800537109375,-1.4155657937988675,122528,GWW
42.62,0.685,-2.85,1.65,1.3638,-1.7714,3.1352,2026-04-22,1154.6800537109375,1164.489990234375,0.8495804956455411,123661,GWW
44.82,0.749,37.01,1.82,2.212,-0.485,2.697,2026-04-23,1164.489990234375,1147.989990234375,-1.4169293114043024,205147,GWW
45.69,0.834,22.2,3.72,-4.3169,-2.3999,-1.917,2026-04-24,1147.989990234375,1157.469970703125,0.8257894711098057,226943,GWW
42.92,0.649,52.08,3.47,-1.6826,0.8477,-2.5304,2026-04-27,1157.469970703125,1161.4200439453125,0.3412678809963321,136355,GWW
64.46,0.664,93.7,1.83,-0.4809,1.1529,-1.6338,2026-04-28,1161.4200439453125,1144.8199462890625,-1.4292931952388122,174537,GWW
37.33,0.738,18.62,1.94,-3.0261,-0.6446,-2.3814,2026-04-29,1144.8199462890625,1161.8900146484375,1.4910701385582703,153750,GWW
50.45,0.63,85.08,2.23,1.2997,1.8915,-0.5917,2026-04-30,1161.8900146484375,1148.760009765625,-1.1300557468673422,215667,GWW
52.82,0.675,41.88,2.3,-1.125,-0.3866,-0.7384,2026-05-01,1148.760009765625,1142.8599853515625,-0.5135993909873515,179494,GWW
36.37,0.851,24.3,2.63,-2.476,-0.7679,-1.7081,2026-05-04,1142.8599853515625,1134.81005859375,-0.7043668394196345,244508,GWW
35.23,0.728,7.75,1.95,-3.7461,-0.8521,-2.894,2026-05-05,1134.81005859375,1170.1700439453125,3.1159386616100626,163217,GWW
71.49,0.768,88.83,4.42,5.0207,3.1529,1.8678,2026-05-06,1170.1700439453125,1234.0699462890625,5.460736469402927,316833,GWW
81.07,1.65,74.77,16.03,26.0252,6.7941,19.231,2026-05-07,1234.0699462890625,1232.4200439453125,-0.1336960152632627,568938,GWW
